id;route_long_name;stop_id;stop_name;stop_lon;stop_lat;operatorname;shortname;bookingrules;mode;pointgeo;nom_commune;code_insee
IDFM:C00286;6510;IDFM:13444;Cosec;2.0163750236438145;48.9752699431328;Keolis Seine et Oise Est;6510;;Bus;48.9752699431328, 2.0163750236438145;Triel-sur-Seine;78624
IDFM:C00286;6510;IDFM:14047;Les Garennes;2.0132991799940783;48.96962408357367;Keolis Seine et Oise Est;6510;;Bus;48.96962408357367, 2.0132991799940783;Triel-sur-Seine;78624
IDFM:C00286;6510;IDFM:420883;Fabrique 21;2.0246126657931973;48.94905959848683;Keolis Seine et Oise Est;6510;;Bus;48.94905959848683, 2.0246126657931973;Carrières-sous-Poissy;78123
IDFM:C00286;6510;IDFM:13371;3 Tours (Carrières sous Poissy);2.032834878533042;48.94085251057809;Keolis Seine et Oise Est;6510;;Bus;48.94085251057809, 2.032834878533042;Carrières-sous-Poissy;78123
IDFM:C00287;7804;IDFM:13928;Bussy;2.037150726598701;48.922316171255495;Francilité Express Ouest;7804;;Bus;48.922316171255495, 2.037150726598701;Poissy;78498
IDFM:C00287;7804;IDFM:13787;Cottages;1.97094343352995;48.86753404892435;Francilité Express Ouest;7804;;Bus;48.86753404892435, 1.97094343352995;Feucherolles;78233
IDFM:C00287;7804;IDFM:5975;Jacques Monod;1.9657193968448312;48.801579827699726;Francilité Express Ouest;7804;;Bus;48.801579827699726, 1.9657193968448312;Plaisir;78490
IDFM:C00287;7804;IDFM:22315;René Bazin;1.9444757061938163;48.82057912351287;Francilité Express Ouest;7804;;Bus;48.82057912351287, 1.9444757061938163;Plaisir;78490
IDFM:C00287;7804;IDFM:412273;Marcel Cerdan;2.026437761876421;48.917939763967006;Francilité Express Ouest;7804;;Bus;48.917939763967006, 2.026437761876421;Poissy;78498
IDFM:C00287;7804;IDFM:14152;Avenue de la Maladrerie;2.0312398278239803;48.92020904677423;Francilité Express Ouest;7804;;Bus;48.92020904677423, 2.0312398278239803;Poissy;78498
